latitude,longitude,mag,latlon
31.226,104.00299999999999,4.7,"104.00299999999999,31.226"
31.549,104.12899999999999,4.7,"104.12899999999999,31.549"
30.903000000000002,103.689,4.5,"103.689,30.903000000000002"
31.359,104.04799999999999,4.7,"104.04799999999999,31.359"
31.298000000000002,103.53,5.1,"103.53,31.298000000000002"
31.281999999999996,103.527,5.2,"103.527,31.281999999999996"
31.288,103.45100000000001,4.6,"103.45100000000001,31.288"
32.379,105.15299999999999,4.7,"105.15299999999999,32.379"
31.176,104.01100000000001,4.6,"104.01100000000001,31.176"
31.746,104.454,5.3,"104.454,31.746"
31.413,103.889,5.6,"103.889,31.413"
31.193,103.757,4.6,"103.757,31.193"
31.326999999999998,103.992,4.6,"103.992,31.326999999999998"
31.236,103.742,4.6,"103.742,31.236"
32.448,105.274,4.6,"105.274,32.448"
31.279,103.79299999999999,4.5,"103.79299999999999,31.279"
31.36,103.921,4.7,"103.921,31.36"
31.179000000000002,103.572,4.5,"103.572,31.179000000000002"
31.115,103.693,4.6,"103.693,31.115"
32.395,105.221,4.5,"105.221,32.395"
31.178,103.524,5.0,"103.524,31.178"
31.858,104.507,4.7,"104.507,31.858"
31.243000000000002,103.611,4.7,"103.611,31.243000000000002"
31.439,104.01799999999999,4.6,"104.01799999999999,31.439"
31.265,104.139,4.6,"104.139,31.265"
31.147,103.59299999999999,4.5,"103.59299999999999,31.147"
31.101,103.583,4.8,"103.583,31.101"
31.28,104.339,4.8,"104.339,31.28"
31.127,103.76,4.6,"103.76,31.127"
31.921,104.38,4.5,"104.38,31.921"
31.058000000000003,103.514,5.0,"103.514,31.058000000000003"
32.345,105.185,4.7,"105.185,32.345"
31.052,103.671,4.8,"103.671,31.052"
31.951999999999998,104.575,5.1,"104.575,31.951999999999998"
31.243000000000002,103.69200000000001,5.0,"103.69200000000001,31.243000000000002"
32.733000000000004,105.616,5.1,"105.616,32.733000000000004"
31.278000000000002,103.36200000000001,4.5,"103.36200000000001,31.278000000000002"
32.918,105.273,4.5,"105.273,32.918"
31.750999999999998,104.101,4.7,"104.101,31.750999999999998"
32.12,104.65,5.0,"104.65,32.12"
31.193,103.646,4.6,"103.646,31.193"
32.25,104.068,4.6,"104.068,32.25"
31.804000000000002,104.681,4.5,"104.681,31.804000000000002"
31.241999999999997,103.829,4.5,"103.829,31.241999999999997"
31.179000000000002,103.531,4.5,"103.531,31.179000000000002"
31.028000000000002,103.51100000000001,5.0,"103.51100000000001,31.028000000000002"
32.105,104.887,4.5,"104.887,32.105"
31.416,104.081,4.5,"104.081,31.416"
32.074,104.57600000000001,4.7,"104.57600000000001,32.074"
31.353,104.04899999999999,4.7,"104.04899999999999,31.353"
31.857,104.616,4.8,"104.616,31.857"
31.335,103.75399999999999,4.7,"103.75399999999999,31.335"
32.150999999999996,104.73100000000001,4.5,"104.73100000000001,32.150999999999996"
32.316,105.223,4.8,"105.223,32.316"
32.608000000000004,105.51899999999999,4.6,"105.51899999999999,32.608000000000004"
31.156999999999996,103.735,4.7,"103.735,31.156999999999996"
32.755,105.551,4.6,"105.551,32.755"
32.044000000000004,104.726,4.6,"104.726,32.044000000000004"
32.332,105.08,4.5,"105.08,32.332"
32.445,105.318,4.6,"105.318,32.445"
31.230999999999998,103.861,4.7,"103.861,31.230999999999998"
31.226999999999997,104.068,4.5,"104.068,31.226999999999997"
31.214000000000002,103.618,6.1,"103.618,31.214000000000002"
31.311,104.036,4.8,"104.036,31.311"
31.616,104.47,4.5,"104.47,31.616"
32.459,105.251,4.7,"105.251,32.459"
30.965999999999998,103.365,5.0,"103.365,30.965999999999998"
31.686999999999998,104.419,4.6,"104.419,31.686999999999998"
31.486,104.162,4.5,"104.162,31.486"
31.281999999999996,104.00399999999999,4.6,"104.00399999999999,31.281999999999996"
31.057,103.723,4.5,"103.723,31.057"
31.624000000000002,104.23,4.6,"104.23,31.624000000000002"
31.526999999999997,104.09200000000001,5.5,"104.09200000000001,31.526999999999997"
31.315,103.988,4.5,"103.988,31.315"
31.261,103.631,4.7,"103.631,31.261"
32.176,104.88600000000001,4.8,"104.88600000000001,32.176"
31.066,103.632,4.8,"103.632,31.066"
31.195999999999998,103.479,4.8,"103.479,31.195999999999998"
31.775,104.208,4.5,"104.208,31.775"
31.206,103.682,5.0,"103.682,31.206"
31.261,103.772,4.8,"103.772,31.261"
31.433000000000003,104.49600000000001,4.5,"104.49600000000001,31.433000000000003"
32.0,104.90100000000001,4.5,"104.90100000000001,32.0"
32.075,104.89399999999999,4.7,"104.89399999999999,32.075"
32.382,105.34899999999999,4.7,"105.34899999999999,32.382"
32.199,104.971,4.9,"104.971,32.199"
31.159000000000002,103.64299999999999,4.6,"103.64299999999999,31.159000000000002"
31.406,103.961,4.9,"103.961,31.406"
31.503,104.052,5.0,"104.052,31.503"
31.363000000000003,103.865,4.7,"103.865,31.363000000000003"
32.213,104.976,4.8,"104.976,32.213"
31.1,103.53,5.0,"103.53,31.1"
32.003,104.723,4.7,"104.723,32.003"
31.706,104.52600000000001,4.7,"104.52600000000001,31.706"
30.825,103.45100000000001,4.6,"103.45100000000001,30.825"
32.053000000000004,104.70299999999999,4.7,"104.70299999999999,32.053000000000004"
31.769000000000002,104.44,4.5,"104.44,31.769000000000002"
31.394000000000002,103.855,4.7,"103.855,31.394000000000002"
31.605,104.488,4.7,"104.488,31.605"
32.433,105.36,4.8,"105.36,32.433"
30.508000000000003,103.87899999999999,4.8,"103.87899999999999,30.508000000000003"
31.079,103.95700000000001,4.7,"103.95700000000001,31.079"
32.589,105.26899999999999,4.7,"105.26899999999999,32.589"
32.043,104.671,4.9,"104.671,32.043"
31.258000000000003,104.12799999999999,4.7,"104.12799999999999,31.258000000000003"
31.243000000000002,103.625,5.1,"103.625,31.243000000000002"
30.930999999999997,103.62,4.7,"103.62,30.930999999999997"
32.521,105.01799999999999,4.6,"105.01799999999999,32.521"
32.209,104.96,4.7,"104.96,32.209"
31.31,103.244,4.8,"103.244,31.31"
32.174,104.964,4.8,"104.964,32.174"
31.68,104.27799999999999,4.5,"104.27799999999999,31.68"
31.18,103.738,4.5,"103.738,31.18"
31.592,104.63600000000001,4.7,"104.63600000000001,31.592"
31.041999999999998,103.52600000000001,4.7,"103.52600000000001,31.041999999999998"
31.183000000000003,105.132,4.8,"105.132,31.183000000000003"
32.219,104.91799999999999,4.9,"104.91799999999999,32.219"
32.187,104.854,4.9,"104.854,32.187"
32.165,105.134,5.0,"105.134,32.165"
31.636,104.21700000000001,5.3,"104.21700000000001,31.636"
32.195,104.90799999999999,5.0,"104.90799999999999,32.195"
31.215999999999998,103.646,5.0,"103.646,31.215999999999998"
31.857,104.63799999999999,5.1,"104.63799999999999,31.857"
31.146,103.74700000000001,5.3,"103.74700000000001,31.146"
32.372,105.20200000000001,5.1,"105.20200000000001,32.372"
31.539,104.088,4.9,"104.088,31.539"
31.906,104.48100000000001,5.1,"104.48100000000001,31.906"
32.436,105.234,5.3,"105.234,32.436"
31.272,104.705,5.4,"104.705,31.272"
31.211,103.715,5.8,"103.715,31.211"
31.342,104.682,5.7,"104.682,31.342"
31.586,104.03200000000001,5.7,"104.03200000000001,31.586"
31.968000000000004,104.787,5.2,"104.787,31.968000000000004"
31.002,103.322,7.9,"103.322,31.002"
27.449,101.939,4.8,"101.939,27.449"
26.105999999999998,96.915,4.6,"96.915,26.105999999999998"
27.133000000000003,96.977,4.7,"96.977,27.133000000000003"
31.295,104.135,4.5,"104.135,31.295"
30.085,101.76899999999999,5.1,"101.76899999999999,30.085"
28.348000000000003,104.988,4.8,"104.988,28.348000000000003"
27.357,107.751,4.6,"107.751,27.357"
30.107,98.25,4.7,"98.25,30.107"
34.013000000000005,100.92200000000001,4.5,"100.92200000000001,34.013000000000005"
31.355,97.787,5.5,"97.787,31.355"
33.084,97.978,4.9,"97.978,33.084"
33.259,104.74,4.7,"104.74,33.259"
33.010999999999996,102.156,4.5,"102.156,33.010999999999996"
27.136,101.07799999999999,4.5,"101.07799999999999,27.136"
27.844,103.956,4.8,"103.956,27.844"
27.249000000000002,102.757,4.6,"102.757,27.249000000000002"
28.011999999999997,104.15100000000001,5.0,"104.15100000000001,28.011999999999997"
27.995,104.13799999999999,4.9,"104.13799999999999,27.995"
33.068000000000005,104.95,4.9,"104.95,33.068000000000005"
30.726,98.939,4.9,"98.939,30.726"
26.209,96.85799999999999,4.6,"96.85799999999999,26.209"
33.848,104.414,4.7,"104.414,33.848"
26.151999999999997,100.854,4.5,"100.854,26.151999999999997"
27.569000000000003,100.765,4.5,"100.765,27.569000000000003"
33.439,104.76799999999999,4.5,"104.76799999999999,33.439"
30.921,99.115,4.7,"99.115,30.921"
27.267,100.993,4.5,"100.993,27.267"
30.11,99.818,4.6,"99.818,30.11"
30.311,101.40799999999999,4.8,"101.40799999999999,30.311"
27.281999999999996,103.699,4.5,"103.699,27.281999999999996"
26.478,102.875,4.5,"102.875,26.478"
26.569000000000003,103.036,5.2,"103.036,26.569000000000003"
26.458000000000002,102.59700000000001,4.8,"102.59700000000001,26.458000000000002"
34.118,104.514,4.8,"104.514,34.118"
32.364000000000004,101.695,4.8,"101.695,32.364000000000004"
30.175,108.196,4.6,"108.196,30.175"
31.093000000000004,96.84700000000001,4.5,"96.84700000000001,31.093000000000004"
29.526999999999997,97.26799999999999,4.5,"97.26799999999999,29.526999999999997"
33.257,100.959,4.6,"100.959,33.257"
34.681999999999995,103.781,5.2,"103.781,34.681999999999995"
33.804,104.97200000000001,4.6,"104.97200000000001,33.804"
31.176,103.897,4.6,"103.897,31.176"
27.313000000000002,103.56700000000001,4.6,"103.56700000000001,27.313000000000002"
27.184,103.94200000000001,4.7,"103.94200000000001,27.184"
27.266,103.87299999999999,5.4,"103.87299999999999,27.266"
29.06,104.704,4.5,"104.704,29.06"
27.099,97.219,5.0,"97.219,27.099"
31.041999999999998,98.507,4.7,"98.507,31.041999999999998"
25.965999999999998,101.344,4.6,"101.344,25.965999999999998"
34.144,100.941,4.5,"100.941,34.144"
28.066,104.46,4.8,"104.46,28.066"
33.683,97.03299999999999,4.7,"97.03299999999999,33.683"
30.932,101.258,4.6,"101.258,30.932"
29.538,100.977,4.6,"100.977,29.538"
27.283,103.75299999999999,4.7,"103.75299999999999,27.283"
27.372,103.971,5.6,"103.971,27.372"
34.711999999999996,103.834,5.1,"103.834,34.711999999999996"
26.576999999999998,100.70100000000001,4.6,"100.70100000000001,26.576999999999998"
25.974,101.35,4.5,"101.35,25.974"
25.954,101.25399999999999,5.6,"101.25399999999999,25.954"
25.938000000000002,101.23,4.8,"101.23,25.938000000000002"
29.48,101.012,4.9,"101.012,29.48"
27.469,101.337,4.5,"101.337,27.469"
27.353,101.4,4.8,"101.4,27.353"
25.913,101.28399999999999,4.7,"101.28399999999999,25.913"
26.686999999999998,97.036,5.0,"97.036,26.686999999999998"
25.975,101.29,6.0,"101.29,25.975"
27.811,102.544,4.7,"102.544,27.811"
33.082,108.507,4.6,"108.507,33.082"
30.445,96.634,4.6,"96.634,30.445"
30.897,99.92,4.8,"99.92,30.897"
25.851999999999997,102.141,4.6,"102.141,25.851999999999997"
30.916,99.927,5.3,"99.927,30.916"
31.689,99.27,4.6,"99.27,31.689"
31.643,99.296,4.5,"99.296,31.643"
30.293000000000003,104.219,4.6,"104.219,30.293000000000003"
29.459,105.647,4.8,"105.647,29.459"
27.641,102.473,4.5,"102.473,27.641"
28.698,102.219,4.5,"102.219,28.698"
29.925,99.34200000000001,4.6,"99.34200000000001,29.925"
28.944000000000003,104.712,4.5,"104.712,28.944000000000003"
34.16,103.304,4.6,"103.304,34.16"
29.471,101.171,4.6,"101.171,29.471"
26.316,100.648,5.6,"100.648,26.316"
27.631,100.721,4.6,"100.721,27.631"
30.348000000000003,103.443,4.5,"103.443,30.348000000000003"
35.59,99.492,4.5,"99.492,35.59"
29.392,105.59299999999999,4.8,"105.59299999999999,29.392"
35.52,99.816,4.7,"99.816,35.52"
25.836,98.65899999999999,4.7,"98.65899999999999,25.836"
27.689,101.00299999999999,5.5,"101.00299999999999,27.689"
25.859,102.096,4.5,"102.096,25.859"
27.81,102.73700000000001,4.5,"102.73700000000001,27.81"
29.434,101.147,4.7,"101.147,29.434"
29.513,101.12899999999999,5.6,"101.12899999999999,29.513"
29.535999999999998,101.12100000000001,5.0,"101.12100000000001,29.535999999999998"
35.414,99.402,4.7,"99.402,35.414"
29.796,98.369,4.6,"98.369,29.796"
35.446,99.59,4.5,"99.59,35.446"
30.429000000000002,98.087,4.8,"98.087,30.429000000000002"
31.291,100.60700000000001,4.7,"100.60700000000001,31.291"
35.342,99.557,4.7,"99.557,35.342"
35.418,99.54700000000001,5.1,"99.54700000000001,35.418"
35.356,99.367,4.7,"99.367,35.356"
35.453,99.329,4.7,"99.329,35.453"
35.330999999999996,99.303,5.1,"99.303,35.330999999999996"
35.361999999999995,99.381,5.0,"99.381,35.361999999999995"
35.389,99.34299999999999,6.1,"99.34299999999999,35.389"
25.826,102.194,4.9,"102.194,25.826"
26.587,97.01799999999999,5.1,"97.01799999999999,26.587"
26.855999999999998,97.238,6.3,"97.238,26.855999999999998"
30.570999999999998,97.21600000000001,4.6,"97.21600000000001,30.570999999999998"
34.013000000000005,98.24600000000001,4.9,"98.24600000000001,34.013000000000005"
28.533,102.648,4.6,"102.648,28.533"
31.35,104.26299999999999,4.8,"104.26299999999999,31.35"
34.611,99.792,4.9,"99.792,34.611"
27.538,97.399,4.5,"97.399,27.538"
34.617,101.436,5.0,"101.436,34.617"
31.578000000000003,104.228,4.9,"104.228,31.578000000000003"
29.406,105.60700000000001,4.8,"105.60700000000001,29.406"
29.021,98.61399999999999,4.8,"98.61399999999999,29.021"
33.056999999999995,105.04700000000001,4.6,"105.04700000000001,33.056999999999995"
27.276999999999997,101.05,4.5,"101.05,27.276999999999997"
26.373,104.021,4.5,"104.021,26.373"
27.308000000000003,101.029,5.6,"101.029,27.308000000000003"
33.794000000000004,104.59100000000001,4.7,"104.59100000000001,33.794000000000004"
31.694000000000003,104.24,4.5,"104.24,31.694000000000003"
27.213,101.057,4.7,"101.057,27.213"
27.268,101.016,5.4,"101.016,27.268"
29.340999999999998,96.76299999999999,4.6,"96.76299999999999,29.340999999999998"
32.095,100.90700000000001,4.6,"100.90700000000001,32.095"
31.809,100.615,4.7,"100.615,31.809"
32.796,104.346,4.7,"104.346,32.796"
35.576,99.23200000000001,4.5,"99.23200000000001,35.576"
30.305,96.93,4.7,"96.93,30.305"
26.998,100.39200000000001,5.1,"100.39200000000001,26.998"
30.346999999999998,96.92200000000001,4.8,"96.92200000000001,30.346999999999998"
29.43,105.604,4.8,"105.604,29.43"
30.537,97.485,4.5,"97.485,30.537"
30.291,96.978,5.2,"96.978,30.291"
30.158,108.14399999999999,4.5,"108.14399999999999,30.158"
28.401999999999997,104.90299999999999,4.5,"104.90299999999999,28.401999999999997"
30.255,96.749,4.5,"96.749,30.255"
30.271,97.111,4.7,"97.111,30.271"
30.275,96.80799999999999,4.7,"96.80799999999999,30.275"
31.570999999999998,104.281,4.5,"104.281,31.570999999999998"
30.285,96.993,5.2,"96.993,30.285"
28.651999999999997,102.096,4.6,"102.096,28.651999999999997"
30.468000000000004,97.414,4.5,"97.414,30.468000000000004"
29.193,103.088,4.5,"103.088,29.193"
29.364,105.565,4.5,"105.565,29.364"
30.272,96.787,4.7,"96.787,30.272"
30.704,99.637,5.4,"99.637,30.704"
28.875,103.77,4.5,"103.77,28.875"
34.631,98.988,4.7,"98.988,34.631"
28.853,99.186,5.0,"99.186,28.853"
27.230999999999998,100.37799999999999,4.7,"100.37799999999999,27.230999999999998"
27.044,100.22,4.7,"100.22,27.044"
27.221999999999998,100.37299999999999,5.5,"100.37299999999999,27.221999999999998"
26.965999999999998,100.241,5.0,"100.241,26.965999999999998"
27.039,100.389,4.7,"100.389,27.039"
29.096,104.73899999999999,5.1,"104.73899999999999,29.096"
27.46,106.64,4.7,"106.64,27.46"
26.769000000000002,100.185,4.6,"100.185,26.769000000000002"
26.772,100.259,4.8,"100.259,26.772"
27.233,100.456,5.2,"100.456,27.233"
27.191,100.28399999999999,5.5,"100.28399999999999,27.191"
27.193,100.14399999999999,4.5,"100.14399999999999,27.193"
26.912,100.208,4.7,"100.208,26.912"
26.968000000000004,100.09899999999999,4.6,"100.09899999999999,26.968000000000004"
27.041,100.29899999999999,5.6,"100.29899999999999,27.041"
26.865,100.148,4.7,"100.148,26.865"
27.026999999999997,100.32600000000001,4.6,"100.32600000000001,27.026999999999997"
27.101999999999997,100.21600000000001,5.1,"100.21600000000001,27.101999999999997"
27.005,100.04799999999999,4.6,"100.04799999999999,27.005"
27.125,100.13799999999999,5.0,"100.13799999999999,27.125"
27.273000000000003,100.78200000000001,4.5,"100.78200000000001,27.273000000000003"
27.291,100.27600000000001,6.6,"100.27600000000001,27.291"
34.488,97.47399999999999,5.0,"97.47399999999999,34.488"
34.510999999999996,97.351,5.7,"97.351,34.510999999999996"
25.872,102.425,4.6,"102.425,25.872"
25.926,102.24700000000001,4.5,"102.24700000000001,25.926"
25.868000000000002,102.339,4.8,"102.339,25.868000000000002"
25.851999999999997,102.219,4.5,"102.219,25.851999999999997"
25.958000000000002,102.257,4.5,"102.257,25.958000000000002"
25.906,102.163,4.7,"102.163,25.906"
25.914,102.34,4.7,"102.34,25.914"
25.886,102.54700000000001,4.6,"102.54700000000001,25.886"
26.003,102.227,6.2,"102.227,26.003"
27.138,96.83200000000001,4.6,"96.83200000000001,27.138"
28.967,97.595,4.6,"97.595,28.967"
31.293000000000003,103.74600000000001,4.5,"103.74600000000001,31.293000000000003"
31.685,104.208,4.7,"104.208,31.685"
29.624000000000002,99.12700000000001,4.5,"99.12700000000001,29.624000000000002"
33.329,103.59200000000001,4.7,"103.59200000000001,33.329"
28.895,103.77799999999999,4.9,"103.77799999999999,28.895"
29.079,103.79,5.1,"103.79,29.079"
32.927,101.336,4.6,"101.336,32.927"
32.243,104.36399999999999,4.7,"104.36399999999999,32.243"
26.232,96.749,4.7,"96.749,26.232"
26.188000000000002,96.867,5.9,"96.867,26.188000000000002"
26.686999999999998,96.508,4.5,"96.508,26.686999999999998"
31.72,104.691,4.7,"104.691,31.72"
25.955,96.50399999999999,4.7,"96.50399999999999,25.955"
30.035,98.243,4.8,"98.243,30.035"
28.629,103.419,5.0,"103.419,28.629"
31.259,104.279,4.5,"104.279,31.259"
27.546,97.152,4.7,"97.152,27.546"
29.546,105.67200000000001,4.5,"105.67200000000001,29.546"
29.016,103.85,4.7,"103.85,29.016"
28.58,99.48,4.5,"99.48,28.58"
28.011,99.63600000000001,5.4,"99.63600000000001,28.011"
31.423000000000002,103.958,4.5,"103.958,31.423000000000002"
31.526999999999997,98.637,4.7,"98.637,31.526999999999997"
27.807,99.478,4.6,"99.478,27.807"
29.761999999999997,98.066,5.1,"98.066,29.761999999999997"
25.99,101.20299999999999,4.5,"101.20299999999999,25.99"
25.905,101.535,4.9,"101.535,25.905"
33.617,100.54799999999999,4.6,"100.54799999999999,33.617"
26.363000000000003,100.579,4.6,"100.579,26.363000000000003"
26.357,100.87200000000001,5.0,"100.87200000000001,26.357"
27.987,99.95,4.6,"99.95,27.987"
33.089,98.085,4.6,"98.085,33.089"
25.831,102.807,4.5,"102.807,25.831"
30.748,99.685,4.6,"99.685,30.748"
26.784000000000002,97.399,4.9,"97.399,26.784000000000002"
26.798000000000002,102.95700000000001,4.6,"102.95700000000001,26.798000000000002"
26.07,98.66799999999999,4.7,"98.66799999999999,26.07"
30.118000000000002,99.537,4.8,"99.537,30.118000000000002"
30.656999999999996,99.571,4.5,"99.571,30.656999999999996"
28.365,103.984,4.5,"103.984,28.365"
34.645,98.874,4.7,"98.874,34.645"
26.125999999999998,99.587,4.5,"99.587,26.125999999999998"
29.295,96.57799999999999,4.8,"96.57799999999999,29.295"
27.054000000000002,99.745,5.0,"99.745,27.054000000000002"
31.808000000000003,104.541,4.7,"104.541,31.808000000000003"
27.029,100.85600000000001,4.9,"100.85600000000001,27.029"
34.029,99.568,4.9,"99.568,34.029"
31.645,102.53399999999999,4.8,"102.53399999999999,31.645"
29.726999999999997,96.88799999999999,4.7,"96.88799999999999,29.726999999999997"
29.67,96.90799999999999,4.9,"96.90799999999999,29.67"
29.843000000000004,99.04299999999999,5.0,"99.04299999999999,29.843000000000004"
27.561999999999998,96.758,4.7,"96.758,27.561999999999998"
29.881,99.165,4.8,"99.165,29.881"
26.979,101.154,5.7,"101.154,26.979"
27.743000000000002,102.465,4.8,"102.465,27.743000000000002"
29.566,103.255,4.7,"103.255,29.566"
29.811,99.08200000000001,4.6,"99.08200000000001,29.811"
29.516,103.18299999999999,4.6,"103.18299999999999,29.516"
35.624,99.88,4.5,"99.88,35.624"
33.128,96.64399999999999,4.6,"96.64399999999999,33.128"
30.058000000000003,99.279,5.2,"99.279,30.058000000000003"
26.011,98.98,4.8,"98.98,26.011"
26.066,98.9,4.7,"98.9,26.066"
32.080999999999996,98.323,5.0,"98.323,32.080999999999996"
30.688000000000002,103.31700000000001,4.8,"103.31700000000001,30.688000000000002"
29.721999999999998,102.801,4.5,"102.801,29.721999999999998"
29.881999999999998,106.804,5.2,"106.804,29.881999999999998"
29.939,106.83200000000001,4.6,"106.83200000000001,29.939"
27.511999999999997,103.84100000000001,4.7,"103.84100000000001,27.511999999999997"
31.583000000000002,102.43299999999999,6.1,"102.43299999999999,31.583000000000002"
25.897,99.736,4.5,"99.736,25.897"
30.116999999999997,99.529,4.7,"99.529,30.116999999999997"
30.087,99.65799999999999,4.9,"99.65799999999999,30.087"
29.86,99.042,4.8,"99.042,29.86"
30.029,99.455,5.6,"99.455,30.029"
34.727,101.44200000000001,4.7,"101.44200000000001,34.727"
29.395,102.302,5.1,"102.302,29.395"
29.9,99.47200000000001,5.3,"99.47200000000001,29.9"
30.112,99.225,4.5,"99.225,30.112"
29.991999999999997,99.37,4.7,"99.37,29.991999999999997"
30.011,99.50399999999999,5.0,"99.50399999999999,30.011"
29.925,99.34700000000001,5.2,"99.34700000000001,29.925"
30.094,99.568,4.8,"99.568,30.094"
29.909000000000002,99.318,4.9,"99.318,29.909000000000002"
29.726,99.329,4.8,"99.329,29.726"
30.035,99.27,4.7,"99.27,30.035"
30.046,99.48299999999999,4.7,"99.48299999999999,30.046"
29.987,99.34899999999999,4.7,"99.34899999999999,29.987"
30.053,99.34,5.1,"99.34,30.053"
29.999000000000002,99.49,5.0,"99.49,29.999000000000002"
30.18,99.277,4.5,"99.277,30.18"
30.073,99.432,5.3,"99.432,30.073"
30.053,99.499,5.8,"99.499,30.053"
30.163,99.148,4.9,"99.148,30.163"
30.086,99.316,4.8,"99.316,30.086"
30.145,99.307,4.8,"99.307,30.145"
30.000999999999998,99.40299999999999,5.1,"99.40299999999999,30.000999999999998"
30.090999999999998,99.475,6.2,"99.475,30.090999999999998"
29.96,99.37,4.9,"99.37,29.96"
30.070999999999998,99.507,5.1,"99.507,30.070999999999998"
30.11,99.50200000000001,4.8,"99.50200000000001,30.11"
29.888,99.083,4.6,"99.083,29.888"
29.901,99.359,4.8,"99.359,29.901"
30.149,99.09200000000001,5.1,"99.09200000000001,30.149"
30.049,99.306,4.5,"99.306,30.049"
30.053,99.461,4.7,"99.461,30.053"
29.803,99.171,4.5,"99.171,29.803"
30.048000000000002,99.419,6.1,"99.419,30.048000000000002"
29.779,99.113,4.5,"99.113,29.779"
29.865,99.04899999999999,4.9,"99.04899999999999,29.865"
29.801,99.196,4.9,"99.196,29.801"
29.872,99.27,5.1,"99.27,29.872"
29.919,99.37700000000001,4.6,"99.37700000000001,29.919"
29.987,99.195,6.4,"99.195,29.987"
31.489,102.463,5.0,"102.463,31.489"
25.991,98.941,4.7,"98.941,25.991"
31.228,97.959,4.5,"97.959,31.228"
26.215999999999998,96.866,5.3,"96.866,26.215999999999998"
30.179000000000002,100.215,5.2,"100.215,30.179000000000002"
26.989,96.955,4.6,"96.955,26.989"
30.281999999999996,101.529,4.6,"101.529,30.281999999999996"
29.967,97.31299999999999,4.9,"97.31299999999999,29.967"
26.686,98.243,4.5,"98.243,26.686"
25.864,100.915,4.6,"100.915,25.864"
31.697,104.084,4.7,"104.084,31.697"
30.624000000000002,101.45299999999999,4.7,"101.45299999999999,30.624000000000002"
30.543000000000003,102.478,4.6,"102.478,30.543000000000003"
26.346,105.34200000000001,4.6,"105.34200000000001,26.346"
30.603,103.162,4.8,"103.162,30.603"
26.404,102.70100000000001,4.9,"102.70100000000001,26.404"
26.315,102.682,4.5,"102.682,26.315"
27.013,97.166,4.5,"97.166,27.013"
30.305999999999997,99.584,5.0,"99.584,30.305999999999997"
30.656,103.33,4.5,"103.33,30.656"
27.256999999999998,100.90899999999999,5.2,"100.90899999999999,27.256999999999998"
34.254,108.279,4.7,"108.279,34.254"
28.737,103.72399999999999,4.5,"103.72399999999999,28.737"
34.083,105.338,4.7,"105.338,34.083"
27.358,96.926,4.8,"96.926,27.358"
28.842,105.03299999999999,4.8,"105.03299999999999,28.842"
26.912,96.98100000000001,4.5,"96.98100000000001,26.912"
31.691999999999997,103.507,4.5,"103.507,31.691999999999997"
27.175,100.039,5.0,"100.039,27.175"
34.259,103.405,5.4,"103.405,34.259"
26.069000000000003,96.939,4.7,"96.939,26.069000000000003"
27.245,101.228,4.6,"101.228,27.245"
27.684,101.26799999999999,5.0,"101.26799999999999,27.684"
27.480999999999998,101.301,4.8,"101.301,27.480999999999998"
27.546,101.167,4.5,"101.167,27.546"
29.344,100.915,5.4,"100.915,29.344"
27.58,101.49799999999999,4.8,"101.49799999999999,27.58"
31.127,106.99700000000001,4.6,"106.99700000000001,31.127"
26.311,96.899,5.0,"96.899,26.311"
27.267,102.84,4.5,"102.84,27.267"
26.713,103.11200000000001,4.6,"103.11200000000001,26.713"
26.203000000000003,100.095,5.3,"100.095,26.203000000000003"
26.755,97.075,4.5,"97.075,26.755"
29.791999999999998,98.32799999999999,5.1,"98.32799999999999,29.791999999999998"
29.728,98.353,4.8,"98.353,29.728"
29.621,98.677,4.5,"98.677,29.621"
26.294,97.068,4.9,"97.068,26.294"
27.285,96.875,4.8,"96.875,27.285"
27.142,101.406,4.6,"101.406,27.142"
25.930999999999997,102.815,4.8,"102.815,25.930999999999997"
33.908,104.38,5.0,"104.38,33.908"
30.807,98.25399999999999,4.8,"98.25399999999999,30.807"
25.82,102.875,4.5,"102.875,25.82"
25.926,102.87100000000001,5.8,"102.87100000000001,25.926"
29.377,105.025,4.9,"105.025,29.377"
32.955999999999996,96.544,4.8,"96.544,32.955999999999996"
27.811,96.758,4.5,"96.758,27.811"
27.409000000000002,96.807,5.3,"96.807,27.409000000000002"
26.656,96.835,4.5,"96.835,26.656"
26.697,97.085,5.7,"97.085,26.697"
28.638,103.626,4.8,"103.626,28.638"
29.828000000000003,99.756,5.2,"99.756,29.828000000000003"
29.761999999999997,99.74600000000001,4.9,"99.74600000000001,29.761999999999997"
30.288,96.61399999999999,5.1,"96.61399999999999,30.288"
34.3,98.54799999999999,4.7,"98.54799999999999,34.3"
30.464000000000002,102.696,4.7,"102.696,30.464000000000002"
35.521,101.851,4.5,"101.851,35.521"
32.169000000000004,108.101,4.7,"108.101,32.169000000000004"
30.468000000000004,96.72399999999999,5.2,"96.72399999999999,30.468000000000004"
27.107,103.367,5.0,"103.367,27.107"
26.16,104.32,4.6,"104.32,26.16"
31.474,104.113,4.8,"104.113,31.474"
26.729,96.883,4.6,"96.883,26.729"
26.898000000000003,97.014,5.0,"97.014,26.898000000000003"
26.299,99.91799999999999,5.0,"99.91799999999999,26.299"
29.717,100.50299999999999,4.6,"100.50299999999999,29.717"
26.476,99.76100000000001,4.6,"99.76100000000001,26.476"
26.756,99.709,4.6,"99.709,26.756"
